community_id,label,description,secondary_label,secondary_description,unaccounted_titles,groups_json,titles_missing_from_groups,secondary_group_size
4,Early Medieval Ecclesiastical Art and Relics,"This cluster centers on the intersection of pagan and Christian material culture, specifically focusing on ecclesiastical artifacts, reliquaries, and church architecture in Ireland and Norway. The titles analyze how insular and Norse artistic traditions merged during the early Viking Age.",Viking Age Norway and Mythology,A second group of 3 titles shares this theme.,Viking Graves and Grave-Goods in Ireland | From Viking to Crusader: Scandinavia and Europe 800-1200,"[{""theme"": ""Ecclesiastical Art and Material Culture"", ""titles"": [""An insular reliquary from Melhus: The significance of insular ecclesiastical material in early Viking-Age Norway"", ""Treasures of Ireland: Irish Pagan and Early Christian Art"", ""Early Medieval Art and Archaeology in the Northern World: Studies in Honour of James Graham-Campbell"", ""Antiquities from the River Blackwater IV, early medieval non-ferrous metalwork"", ""Churches in Early Medieval Ireland: Architecture, Ritual and Memory""]}, {""theme"": ""Viking Age Norway and Mythology"", ""titles"": [""Perspektiv på Namdalens jernalder"", ""Of Fire and Water. The Old Norse Mythical Worldview in an Eco-Mythological Perspective (unpubl PhD thesis)"", ""Geofysiske undersøkelser av kirkegårder, kirketufter og svartjord på veøya i romsdal""]}, {""theme"": ""Broader Viking Context"", ""titles"": [""Viking Graves and Grave-Goods in Ireland"", ""From Viking to Crusader: Scandinavia and Europe 800-1200""]}]",Of Fire and Water. The Old Norse Mythical Worldview in an Eco-Mythological Perspective (unpubl PhD thesis,3
25,Prehistoric Textiles and Costume Analysis,"The cluster is defined by the study of ancient textiles, clothing production, and costume analysis across Scandinavia and Northern Europe. It covers the technological development of cloth from the Neolithic through the Viking Age, including specific excavations at major sites like Birka and Hedeby.",,,Strontium Isotopes and Human Mobility in Prehistoric Denmark. Archaeological and Anthropological Sciences,"[{""theme"": ""Textiles, Costume, and Production"", ""titles"": [""Man or Woman? Perception of Gender Through Costume"", ""Tools and textiles: Production and organization in Birka and Hedeby"", ""Ancient Danish Textiles from Bogs and Burials. A Comparative Study of Costume and Iron Age textiles"", ""Forhistoriske tekstiler i Skandinavien -Prehistoric Scandinavian Textiles"", ""old Textiles -New Possibilities"", ""Prehistoric Textiles. The Development of Cloth in the Neolithic and Bronze Ages"", ""Birka: Untersuchungen und Studien. iii, Die Textilfunde aus den Gräbern. Stockholm: Vitterhets-, historie-och antikvitetsakademien"", ""Huldremosekvinden -Nyt Liv I Gamle Klaeder"", ""Textilfunde aus der Siedlung und aus den Gräbern von Haithabu. Be schreibung und Gliederung""]}, {""theme"": ""Mobility and Isotopes"", ""titles"": [""Strontium Isotopes and Human Mobility in Prehistoric Denmark. Archaeological and Anthropological Sciences""]}]",,1
260,Viking Age Artistic Transmission and Iconography,"This group focuses on the visual culture of the Viking and Vendel periods, analyzing rune stones, brooches, and artistic motifs through the lens of transmission and construction methods. It explores how artistic styles were developed, copied, and adapted across Northern Europe.",,,"Exemplum. Model-Book Drawings and the Practice of Artistic Transmission in the Middle Ages (ca. 900-ca. 1450) | Portmahomack. Monastery of the Picts. Edinburgh. Christiansson, H | Brought to you by | Riksantikvarieaembetet Authenticated | laila.kitzler.ahfeldt@raa.se author's copy Download Date | 11/11/15 9:08 AM | Frozen Tombs of Siberia. The Pazyryk Burials of Iron Age Horsemen","[{""theme"": ""Viking Age Art, Iconography, and Transmission"", ""titles"": [""Early Christian, Viking and Romanesque Art, 2. A discussion on aspects of find-context and function (Theses and papers in North-European Archaeology 17"", ""Work and Worship. Laser Scanner Analysis of Viking Age Rune Stones (Theses and papers in archaeology 9"", ""Der gotländische Bildstein von Ardre VIII und die Hymiskvi.a"", ""Die Vendelzeit Gotlands, 1.1. Text (Kungliga Vitterhets Historie och Antikvitets Akademien, Monografiserien 55)"", ""Granatschmuck und Gemmen aus nordischen Funden des frühen Mittelaltars (Studies in North European archaeology 3)"", ""The Methods of Construction of Celtic Art""]}, {""theme"": ""Artistic Theory and Comparative Burials"", ""titles"": [""Exemplum. Model-Book Drawings and the Practice of Artistic Transmission in the Middle Ages (ca. 900-ca. 1450)"", ""Frozen Tombs of Siberia. The Pazyryk Burials of Iron Age Horsemen""]}, {""theme"": ""Administrative Metadata"", ""titles"": [""Brought to you by | Riksantikvarieaembetet Authenticated | laila.kitzler.ahfeldt@raa.se author's copy Download Date | 11/11/15 9:08 AM""]}, {""theme"": ""Site Specifics"", ""titles"": [""Portmahomack. Monastery of the Picts. Edinburgh. Christiansson, H""]}]",Granatschmuck und Gemmen aus nordischen Funden des frühen Mittelalters (Studies in North European archaeology 3),2
5,"Memory, Landscape, and Cognitive Archaeology","The cluster is organized around cognitive approaches to Viking Age archaeology, specifically how monuments, rune stones, and landscapes functioned as media for collective memory and identity construction. It examines the sensory experience and spatial organization of the past.",,,Opphøyelsen av forståelsens historisitet til hermeneutisk prinsipp | Techniques of the Body,"[{""theme"": ""Memory, Landscape, and Cognitive Archaeology"", ""titles"": [""Rune stones as material relations in late pagan and early Christian South Scandinavia"", ""Divergent ways of relating to the past in the Viking Age"", ""Åsted og vadested: deponeringer, genstands biograier og rumlig strukturering som kilde til vikingetidens kognitive landskaber (diss.)"", ""Collective Memory: The Two Cultures"", ""The Royal Viking Viking-Age Monuments in Jelling in the Light of Recent Archaeological Excavations"", ""Archaeology of the Senses: Human Experience, Memory, and Affect"", ""Runstenar och utlandsfärder: aspekter på det senvikingatida samhället med utgångspunkt i de fasta fornlämningen. avhandling (doktorgrad), lunds universitet"", ""Altering the Earth. The Origins of Monuments in Britain and Continental Europe: The Rhind Lectures 1991-92""]}, {""theme"": ""Theoretical Hermeneutics"", ""titles"": [""Opphøyelsen av forståelsens historisitet til hermeneutisk prinsipp""]}, {""theme"": ""Embodiment"", ""titles"": [""Techniques of the Body""]}]","Runstenar och utlandsfärder: aspekter på det senvikingatida samhället med utgångspunkt i de fasta fornlämningarna. avhandling (doktorgrad), lunds universitet",1
114,Iron Age Boathouses and Maritime Heritage,"This cluster centers on the archaeology of boathouses (naust) in Northern Europe, particularly Norway, analyzing their function as multifunctional maritime infrastructure. The titles explore how these structures reflect ethnic interaction, military needs, and cultural heritage from the Iron Age through the medieval period.",,,De sjøsamiske siida-samfunn | Orientalism | Economic and Social Stress and Material Culture Patterning | Forhistoriske hus i Nord-Norge,"[{""theme"": ""Maritime Infrastructure and Boathouses"", ""titles"": [""Boathouses as Indicators of Ethnic Interaction?"", ""Hellegropene. fornminner fra en funntom periode"", ""Naust fra jernalderen, Spor, 1"", ""The military context of Norwegian boathouses AD 1Á1500"", ""Iron Age Boathouses in Arctic Norway Viewed as Multifunctional Expressions of Maritime Cultural Heritage"", ""A ˚kernauset""]}, {""theme"": ""Settlement and Ethnicity"", ""titles"": [""De sjøsamiske siida-samfunn"", ""Forhistoriske hus i Nord-Norge""]}, {""theme"": ""Stress and Material Culture"", ""titles"": [""Economic and Social Stress and Material Culture Patterning""]}, {""theme"": ""Theoretical Frameworks"", ""titles"": [""Orientalism""]}]",,2
137,"Infancy, Death, and Human Remains","The dominant theme focuses on the treatment of human remains, specifically infants and children, within Scandinavian Iron Age contexts. It examines deposited infants as animate objects and the broader cultural practices surrounding death, burial, and the afterlife.",Identity and Anthropological Theory,A second group of 3 titles shares this theme.,Ibn Fadlān and the Land of Darkness: Arab Travellers in the Far North | Leichtvergängliche Stoffe aus der Wurtengrabung Hessens | Namngjeving | The Afterlife Is Where We Come From: The Culture of Infancy in West Africa,"[{""theme"": ""Infancy, Death, and Human Remains"", ""titles"": [""Don't all mothers love their children? Deposited infants as animate objects in the Scandinavian Iron Age"", ""Nittiotalets medeltidsarkeologi och det döda barnet"", ""The Human Burials""]}, {""theme"": ""Identity and Anthropological Theory"", ""titles"": [""Art and Agency: An Anthropological Theory"", ""Origins and Revolutions: Human Identity in Earliest Prehistory"", ""Human Bones in Buildings""]}, {""theme"": ""Travel and Material Culture"", ""titles"": [""Ibn Fadlān and the Land of Darkness: Arab Travellers in the Far North"", ""Leichtvergängliche Stoffe aus der Wurtengrabung Hessens""]}, {""theme"": ""Naming and Afterlife"", ""titles"": [""Namngjeving"", ""The Afterlife Is Where We Come From: The Culture of Infancy in West Africa""]}]",,3
218,Viking Age Uppåkra Excavations and Material Culture,"This cluster is anchored by the extensive archaeological investigations at the site of Uppåkra, covering its role as a major settlement and ritual center. It includes specific studies on grave goods like trefoil brooches, weight systems, and trade exchanges found at this specific location.",,,"Viking Age Styles: Gripping Beast, Borre, Jelling, Mammen, Ringerike or Urnes | Om importen av islamiska mynt till gotland under vikingatiden | Investigations in Hammarlunda church | Die Nestorchronik: die altrussische Chronik, zugeschrieben dem Mönch des Kiever Höhlenklosters Nestor, in der Redaktion des Abtes Sil'vestr aus dem Jahre 1116, rekonstruert nach den Handschriften Lavrent' evskaja, Radzivilovskaja, Akademičeskaja, Troickaja, Ipat' evskaja und Chlebnikovskaja, ins Deutsche übersetzt von L. Müller. München (Forum Slavicum | Speglingar av handikapp inom svensk arkeologien studie i arkeologins utmark | Medieval Tommarp. Archaeological investigations 1959-1960. Acta Archaeologica Lundensia | En kapitalistisk anda. Kulturella förändringar i 1100-talets Danmark","[{""theme"": ""Uppåkra Excavations and Analysis"", ""titles"": [""Viking Age Uppåkra"", ""Medieval Tommarp. Archaeological investigations 1959-1960. Acta Archaeologica Lundensia"", ""Trefoil brooches from Uppåkra"", ""Vikter och varuutbyte i Uppåkra""]}, {""theme"": ""Art Styles and Chronology"", ""titles"": [""Viking Age Styles: Gripping Beast, Borre, Jelling, Mammen, Ringerike or Urnes""]}, {""theme"": ""Trade and Imports"", ""titles"": [""Om importen av islamiska mynt till gotland under vikingatiden""]}, {""theme"": ""Church Investigations"", ""titles"": [""Investigations in Hammarlunda church""]}, {""theme"": ""Historical Texts and Social Change"", ""titles"": [""Die Nestorchronik: die altrussische Chronik, zugeschrieben dem Mönch des Kiever Höhlenklosters Nestor, in der Redaktion des Abtes Sil'vestr aus dem Jahre 1116, rekonstruert nach den Handschriften Lavrent' evskaja, Radzivilovskaja, Akademičeskaja, Troickaja, Ipat' evskaja und Chlebnikovskaja, ins Deutsche übersetzt von L. Müller. München (Forum Slavicum"", ""En kapitalistisk anda. Kulturella förändringar i 1100-talets Danmark""]}, {""theme"": ""Disability Studies in Archaeology"", ""titles"": [""Speglingar av handikapp inom svensk arkeologien studie i arkeologins utmark""]}]","Die Nestorchronik: die altrussische Chronik, zugeschrieben dem Mönch des Kiever Höhlenklosters Nestor, in der Redaktion des Abtes Sil'vestr aus dem Jahre 1116, rekonstruiert nach den Handschriften Lavrent' evskaja, Radzivilovskaja, Akademičeskaja, Troickaja, Ipat' evskaja und Chlebnikovskaja, ins Deutsche übersetzt von L. Müller. München (Forum Slavicum",2
81,Disability and Bodily Variation in Myth and Literature,"This cluster is defined by the intersection of disability studies with Norse mythology and literature, examining how bodily variations were perceived in mythic and literary contexts. It explores the conceptualization of 'mute gods' and physical limitations in the Viking Age worldview.",,,"Remembering Elites: Early Medieval Stone Crosses as Commemorative Technologies | Den lille sølvfigur fra Lejre. Bemaerkninger til tolkningen af en mulig Odin-figur. 1066-Tidsskrift for historie | Counterpoint: Essays in Archaeology and Heritage Studies in Honour of Professor Kristian Kristiansen | Diatom evidence of hydrographic changes and ice conditions in Igaliku Fjord, South Greenland, during the past 1500 years | Wirkmächtige Kommunikationsmedien -Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte. Acta Archaeologica Lundensia, Series Prima in Quarto 30 | En vikingetidsgravplads på Tollemosegård, Graese Sogn, Lynge-Frederiksborg herred, Frederiksborg amt | Historia I Fickformat. Statens Historiska Museum | Från stormannagård till bondby: en studie av mellansvensk bebyggelseutveckling från äldre järnålder till medeltid","[{""theme"": ""Disability, Myth, and Bodily Variation"", ""titles"": [""Ability and Disability: On Bodily Variations and Bodily Possibilities in Viking Age Myth and Image"", ""From the Mute God to the Lesser God: Disability in Medieval Celtic and Old Norse Literature""]}, {""theme"": ""Elites, Monuments, and Communication"", ""titles"": [""Remembering Elites: Early Medieval Stone Crosses as Commemorative Technologies"", ""Wirkmächtige Kommunikationsmedien -Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte. Acta Archaeologica Lundensia, Series Prima in Quarto 30""]}, {""theme"": ""Settlement and Landscape Change"", ""titles"": [""Från stormannagård till bondby: en studie av mellansvensk bebyggelseutveckling från äldre järnålder till medeltid"", ""Diatom evidence of hydrographic changes and ice conditions in Igaliku Fjord, South Greenland, during the past 1500 years""]}, {""theme"": ""Specific Artifacts and Sites"", ""titles"": [""Den lille sølvfigur fra Lejre. Bemaerkninger til tolkningen af en mulig Odin-figur. 1066-Tidsskrift for historie"", ""En vikingetidsgravplads på Tollemosegård, Graese Sogn, Lynge-Frederiksborg herred, Frederiksborg amt""]}, {""theme"": ""General Collections and History"", ""titles"": [""Counterpoint: Essays in Archaeology and Heritage Studies in Honour of Professor Kristian Kristiansen"", ""Historia I Fickformat. Statens Historiska Museum""]}]",,2
83,Ceramic Petrography and Trade Networks,"This cluster is organized around the scientific analysis of ceramic materials, specifically honestones and pottery, to trace trade routes and cultural interactions across the North Sea. The titles collectively examine how material culture, from glass vessels to specific pottery groups, defines ethnic identities and commercial connections in northern Germany, the Netherlands, and Scandinavia during the Viking Age and Migration Period.",Pottery and Ceramic Analysis of Northern European Sites,A second group of 3 titles shares this theme.,,"[{""theme"": ""Pottery and Ceramic Analysis of Northern European Sites"", ""titles"": [""The Petrography of the Honestones"", ""Potassium-argon ages of schist honestones from the Viking Age sites at Kaupang (Norway), Aggersborg (Denmark), Hedeby (West Germany) and Wolin (Poland), and their archaeological implications"", ""Angelsaksisch aardewerk in noord-nederland nieuwe perspectieven op het noordnederlandse kustgebied na het bewoningshiaat in de vierde eeuw""]}, {""theme"": ""Trade and Cultural Exchange Networks"", ""titles"": [""The beginning of the Viking Age in the West"", ""Culture groups and ethnic groups in northern Germany in and around the Migration Period"", ""Smykkenes spark: Smykker og identitetsforhandlinger i Skandinavia ca"", ""Trade between England and Scandinavia and the Continent""]}, {""theme"": ""Regional Surveys and General Medieval Topics"", ""titles"": [""Glass vessels"", ""The Merovingian North Sea. Occasional papers in medieval topics"", ""Om Haalogaland og Haaløyg-aetten""]}]",,3
123,Religious Transition and Christianization in Scandinavia,"The dominant axis of this cluster is the process of religious change, specifically the transition from Norse paganism to Christianity and the subsequent Reformation. Titles explore this through ideological resistance, zooarchaeological evidence of changing dietary practices, and the establishment of ecclesiastical institutions in Norway and Iceland.",Material Culture and Settlement Archaeology,A second group of 4 titles shares this theme.,History of a marginal society: Iceland's 1100 years,"[{""theme"": ""Religious Transition and Christianization Processes"", ""titles"": [""Becoming Christian: A matter of everyday resistance and negotiation"", ""The Zooarchaeology of Medieval 'Christendom': Ideology, the Treatment of Animals and the Making of Medieval Europe"", ""Norske steinkros i tidlig middelalder: et bidrag til belysningen av overgangen fra norrøn religion til kristendom"", ""Staðir og staðamál: studier í islandske egenkirkelige og beneficialrettslige forhold i middelalderen i"", ""Siðbreytingin á Íslandi 1537-1565: Byltingin að ofan""]}, {""theme"": ""Material Culture and Settlement Archaeology"", ""titles"": [""The Kentish Keystone-Garnet Disc Brooches"", ""Material Culture and Social Space in the Icelandic Turf House"", ""Altar, altarstenar"", ""Keldudalur í Hegranesi: Fornleifarannsókn""]}, {""theme"": ""General Historical Surveys"", ""titles"": [""History of a marginal society: Iceland's 1100 years""]}]",Staðir og staðamál: studier i islandske egenkirkelige og beneficialrettslige forhold i middelalderen i,4
190,Isotope Analysis of Migration and Diet in Baltic Burials,"This cluster is defined by the application of geochemical methods, particularly strontium and oxygen isotope analysis, to human skeletal remains from the Baltic region. The titles focus on reconstructing migration patterns, dietary habits, and place of origin for individuals buried in significant sites like Salme, Estonia.",Maritime Interaction and Colonization,A second group of 3 titles shares this theme.,,"[{""theme"": ""Isotope Analysis of Human Remains and Migration"", ""titles"": [""Human Remains, Context, and Place of Origin for the Salme, Estonia, Boat Burials"", ""Standards. for Data Collection From Human Skeletal Remains"", ""Strontium and paleodietary research: A review"", ""Bone Chemistry and the Reconstruction of Diet: Strontium Discrimination in White-Tailed Deer"", ""Testing the nature of teotihuacan imperialism at kaminaljuyú using phosphate oxygen-isotope ratios"", ""The Salme I ship burial: an osteological view of a unique burial in Northern Europe"", ""Tracing prehistoric migration: Isotope analysis of Bronze and Pre-Roman Iron age coastal burials in Estonia""]}, {""theme"": ""Maritime Interaction and Colonization"", ""titles"": [""Comparative Perspectives on past Colonisation, Maritime Interaction and Cultural Integration"", ""Geotourism highlights of the Saaremaa and Hiiumaa Islands"", ""Archaeological investigations of Pre-Viking Age burial boat in Salme village at Saaremaa. Arheoloogilised välitööd Eestis. Archeological fieldwork in Estonia""]}]",,3
300,Eastern Baltic Viking Age Chronicles and Ethnicity,"The cluster centers on the historical and archaeological study of the Eastern Baltic region during the Viking Age, focusing on the interplay between Western and Eastern influences. Titles include analyses of chronicles, ethnic identities (such as Estonians, Livs, and Rus), and specific settlement patterns along the Daugava river and Finnish archipelagos.",Ethnicity and Settlement in the Eastern Baltic,A second group of 4 titles shares this theme.,,"[{""theme"": ""Eastern Baltic Viking Age History and Chronicles"", ""titles"": [""Viking Age and Early Mediaeval Eastern Baltic Between the West and the East"", ""Russisch-Liwlandische Chronographie von der Mitte des neunten Jahrhunderts bis zum Jahre 1410"", ""Chronicles of the Vikings: Records, Memorials and Myths"", ""Östersjöländerna och vikingatiden""]}, {""theme"": ""Ethnicity and Settlement in the Eastern Baltic"", ""titles"": [""Kas OtSela tSuudid olid Koivalinna eestlased?"", ""Finny na zapade Novgorodskoy zemli (Po materialam mogilnika Zalakhtovie)"", ""Brugrupuci saktas ar krisu vazinrotam un libiesu kultiras attistiba daugavas lejtecé 10"", ""Piekarini ar t. s. Rjurikovicu cilts zimi Latvija 11.-13. Gs, in Arheologija un etnografija""]}, {""theme"": ""Local Settlement and Economic History"", ""titles"": [""An archaeological research project concerning one of the harbours in finland's south-western archipelago referred to in \""the danish itinerary"", ""Talupoegade Koormised Eestis 13. Sajandist 19. Sajandi Alguseni""]}]",,4
121,Nationalism and Identity Construction in Archaeology,"This cluster is organized around the critical examination of how national identity and political agendas have shaped archaeological research and interpretation, particularly regarding the 'Norwegian Viking'. Titles analyze the social construction of the Viking figure, the role of archaeology in nation-building, and the influence of nationalist discourse on historical narratives.",,,A Deafening Silence: History Textbooks and the Students Who Read Them | Handel og samferdsel i nordens vikingtid,"[{""theme"": ""Nationalism and Identity Construction in Archaeology"", ""titles"": [""Den sosiale konstruksjon av den norske viking"", ""Har Arkeologien Framleis Ein Nasjonal Agenda?"", ""Cultural Identity and Archaeology : The Construction of European Communities"", ""Arkeologi og politikk: en arkeo-politisk analyse av faghistoria i tida 1900-1960. varia 26"", ""The social construction of the Norwegian Viking. An analysis of the national identity discourse in Norwegian Viking Age research"", ""Banal Nasjonalisme"", ""Nations and Nationalism Since 1780: Programme, Myth, Reality"", ""Arkeologiens gårdsforskning og utformingen av en norsk identitet. AmS-Varia 35. Arkeologisk museum""]}, {""theme"": ""Education and Pedagogy"", ""titles"": [""A Deafening Silence: History Textbooks and the Students Who Read Them""]}, {""theme"": ""Trade and Transport"", ""titles"": [""Handel og samferdsel i nordens vikingtid""]}]",,1
149,Monasticism and Religious Centers in Northern Europe,"The cluster focuses on the archaeology of early monastic sites and religious centers, particularly in Scotland and Ireland (Whithorn, Iona), examining their role as hubs of exchange and cultural identity. Titles explore the intersection of commerce and cult, burial practices under Christian influence, and the development of central places in the North Sea region.",Urbanization and Trade Centers,A second group of 3 titles shares this theme.,Archaeological Investigation | The Making of the Middle Sea. A History of the Mediterranean from the Beginning to,"[{""theme"": ""Monastic Sites and Religious Centers in Northern Europe"", ""titles"": [""Whithorn and Saint Ninian. The Excavation of a Monastic Town 1984-91"", ""Iona: The Archaeology of the Early Monastery"", ""Conclusion: banalité d'un monastère d'exception""]}, {""theme"": ""Christianity, Burial, and Ideology"", ""titles"": [""Commerce and cult: Confronted ideologies in 6th-9th-century Europe"", ""Christianity and burial in late Iron-Age Scotland""]}, {""theme"": ""Urbanization and Trade Centers"", ""titles"": [""Venice, Comacchio and the Adriatic emporia between the Lombard and Carolingian age"", ""Dunadd: An Early Dalriadic Capital"", ""Central-places. Exchange and maritime-oriented identity around the North Sea and western Baltic, ad 600-1100""]}, {""theme"": ""General Archaeological Methods"", ""titles"": [""Archaeological Investigation"", ""The Making of the Middle Sea. A History of the Mediterranean from the Beginning to""]}]",,3
231,Trade and Settlement in the Eastern Baltic,"This cluster is defined by archaeological research into trade networks and settlement patterns in the Eastern Baltic region, specifically focusing on the Daugava waterway and the transition from the Migration Period to the Viking Age. Titles cover ethnic groups like the Semigallians, specific burial sites, and the development of handicraft and trade centers in Latvia, Estonia, and southern Sweden.",,,"Bound for the eastern Baltic: Trade and centres AD 800-1200 | Lower Daugava Area in the 1st-11th Century. Ethnic, Economic, Social and Political Change -on the Question of Activity along Daugava Waterway // Transformatio mundi. The Transition from the Late Migration Period to the Early Viking Age in the East Baltic","[{""theme"": ""Trade and Settlement in the Eastern Baltic"", ""titles"": [""Bound for the eastern Baltic: Trade and centres AD 800-1200"", ""Lower Daugava Area in the 1st-11th Century. Ethnic, Economic, Social and Political Change -on the Question of Activity along Daugava Waterway // Transformatio mundi. The Transition from the Late Migration Period to the Early Viking Age in the East Baltic""]}, {""theme"": ""Archaeological Studies of Specific Sites and Regions"", ""titles"": [""Bandužių kapinynas"", ""Semigallians, V-XIII cent"", ""Det Äldsta Lettland"", ""Pada kalmistu indiviididel esinevad hambapatoloogiad (XII-XIII sajandil)"", ""Keski-ja myo ¨ha ¨israutakausi"", ""Muistne Ra ¨vala: Muistised, kronoloogia ja maaviljelusliku asustuse kujunemine Loode-Eestis, eriti Pirita jo ˜e alamjooksu piirkannas"", ""Stockholm Westholm, G, 1985 'The settlement at Vi, at the foot of the cliff"", ""Platser med anknytning till handel och hantverk i yngre ja ¨rna ˚lder: exempel fra ˚n so ¨dra sverige""]}]","Muistne Ra ¨vala: Muistised, kronoloogia ja maaviljelusliku asustuse kujunemine Loode-Eestis, eriti Pirita jo ˜e alamjooksu piirkonnas",2
59,Hedeby Trade Networks and Production,"The cluster centers on the economic and material culture of Hedeby, a major Viking Age trading center, analyzing its connections to Iceland, the North Atlantic, and the broader Baltic trade routes. Titles examine specific production techniques (antler working, bronze needles) and typological studies that illuminate the commercial and industrial activities of the site.",Material Culture and Production Techniques,A second group of 3 titles shares this theme.,Njal's Saga | Mineral Resources,"[{""theme"": ""Hedeby Trade and Production"", ""titles"": [""Viking Age Hedeby and its relations with Iceland and the North Atlantic: Communication, long-distance trade, and production"", ""Oldenburg -Wolin -Staraja Ladoga -Novgorod -Kiev: Handel und Handelsverbindungen im südlichen und östlichen Ostseeraum während des frühen Mittelaltals"", ""Archäologische und naturwissenschaftliche Untersuchungen an ländlichen und frühstädtischen Siedlungen im deutschen Küstengebiet vom 5. Jahrhundert v. Chr. bis zum 11. Jahrhundert n. Chr., ii: Handelsplätze des frühen und hohen Mittelaltals""]}, {""theme"": ""Material Culture and Production Techniques"", ""titles"": [""Typologi som arkeologisk praksis: en analyse av klassifiserte fiskeredskaper fra trøndelags forhistorie"", ""Die bronzene Ringkopfnadel aus Hofstaðir, Island"", ""Die Geweihverarbeitung in Haithabu""]}, {""theme"": ""Urbanization and Regional Studies"", ""titles"": [""Early Urbanization in Norway"", ""Begegnungen zwischen dem ostfränkisch-deutschen Reich und England""]}, {""theme"": ""Literature"", ""titles"": [""Njal's Saga""]}, {""theme"": ""Resources"", ""titles"": [""Mineral Resources""]}]","Archäologische und naturwissenschaftliche Untersuchungen an ländlichen und frühstädtischen Siedlungen im deutschen Küstengebiet vom 5. Jahrhundert v. Chr. bis zum 11. Jahrhundert n. Chr., ii: Handelsplätze des frühen und hohen Mittelalters | Oldenburg -Wolin -Staraja Ladoga -Novgorod -Kiev: Handel und Handelsverbindungen im südlichen und östlichen Ostseeraum während des frühen Mittelalters",3
60,Hedeby Excavations and State Formation,"This cluster is organized around the archaeological investigation of Hedeby and its associated fortifications, the Danevirke. It combines detailed excavation reports on site formation and detection methods with broader analyses of silver economies, maritime trade routes, and the political processes of state formation in South Scandinavia during the Viking Age.",Danevirke Fortifications and State Formation,A second group of 3 titles shares this theme.,,"[{""theme"": ""Hedeby Excavations and Site Formation"", ""titles"": [""Detektoruntersuchungen in haithabu 2003-2015: aussagemöglichkeiten und erkenntnisgewinn für die entstehung eines wikingerzeitlichen handelszentrums"", ""Research in Hedeby: Obligations and responsibilities"", ""Haithabu -Die Siedlungsgrabungen. I. Methoden und Möglichkeiten der Auswertung"", ""Recent archaeological research in Haithabu""]}, {""theme"": ""Danevirke Fortifications and State Formation"", ""titles"": [""Til hele rigets vaern. Danevirkes arkaeologi og historie. Højbjerg: Moesgard og Wormianum"", ""Das Tor im Danewerk bei Rothenkrug: Ausgrabungen 2010 und 2011"", ""The State and the Strangers: The Role of External Forces in the Process of State Formation in Viking Age South Scandinavia (c. AD 900-1050)""]}, {""theme"": ""Silver Economy and Maritime Trade"", ""titles"": [""Silver economies of the 9th and 10th centuries AD in Hedeby"", ""Wulfstan's Voyage. he Baltic Sea region in the early Viking Age as seen from shipboard. Maritime Culture of the North 2"", ""Continental and Insular Imports in Viking Age Denmark, Distribution and circulation""]}]",,3
69,Icelandic Archaeology and Resource Analysis,"The cluster focuses on the archaeology of Iceland, covering settlement history, zooarchaeological studies of global change, and specific excavations at Alþingisreitnum. It also includes a significant secondary theme of isotope analysis applied to resource regions like Greenland and trade networks involving ivory, linking local Icelandic studies to broader North Atlantic and African connections.",Isotope Analysis of Resources and Trade,A second group of 4 titles shares this theme.,Tracing the Dynamic Life Story of a Bronze Age Female | What Is the Archaeological Evidence for External Trading Contacts on the East African Coast in the First Millennium AD?,"[{""theme"": ""Icelandic Archaeology and Settlement"", ""titles"": [""Sturlunga saga"", ""Iceland"", ""Zooarchaeology and Global Change in Iceland"", ""Fornleifauppgröftur á Alþingisreitnum""]}, {""theme"": ""Isotope Analysis of Resources and Trade"", ""titles"": [""Lead Isotopes in Marine Surface Sediments Reveal Historical Use of Leaded Fuel"", ""The Significance of Remote Resource Regions for Norse Greenland"", ""Desirable Teeth: The Medieval Trade in Arctic and African Ivory"", ""Crustal Growth and Crustal Recycling in the Nagssugtoqidian Orogen of West Greenland: Constraints from Radiogenic Isotope Systematics and U-Pb Zircon Geochronology""]}, {""theme"": ""Migration and Life History"", ""titles"": [""Tracing the Dynamic Life Story of a Bronze Age Female""]}, {""theme"": ""East African Trade Contacts"", ""titles"": [""What Is the Archaeological Evidence for External Trading Contacts on the East African Coast in the First Millennium AD?""]}]",,4
